Step,Speed (m/s),Acceleration (m/s^2),Fuel HBEFA (mg)
11669,25.311,-0.291,7.815
11670,25.314,0.304,20.342
11671,25.315,0.088,15.795
11672,25.314,-0.103,11.767
11673,25.311,-0.307,7.485
11674,25.311,0.017,14.296
11675,25.313,0.119,16.436
11676,25.322,0.942,33.785
11677,25.318,-0.385,0
11678,25.32,0.163,17.385
11679,25.321,0.147,17.043
11680,25.316,-0.543,0
11681,25.32,0.377,21.883
11682,25.314,-0.54,0
11683,25.32,0.634,27.296
11684,25.322,0.121,16.49
11685,25.318,-0.339,6.803
11686,25.322,0.373,21.802
11687,25.316,-0.608,0
11688,25.319,0.293,20.109
11689,25.311,-0.756,0
11690,25.312,0.084,15.705
11691,25.323,1.118,37.481
11692,25.319,-0.387,0
11693,25.315,-0.48,0
11694,25.311,-0.389,0
11695,25.314,0.275,19.729
11696,25.311,-0.262,8.423
11697,25.311,-0.035,13.199
11698,25.317,0.66,27.831
11699,25.32,0.303,20.331
11700,25.321,0.122,16.525
11701,25.32,-0.188,9.983
11702,25.318,-0.11,11.619
11703,25.315,-0.353,6.502
11704,25.32,0.521,24.913
11705,25.319,-0.066,12.556
11706,25.318,-0.102,11.788
11707,25.32,0.131,16.698
11708,25.314,-0.554,0
11709,25.323,0.853,31.897
11710,25.316,-0.692,0
11711,25.321,0.539,25.294
11712,25.312,-0.961,0
11713,25.319,0.761,29.964
11714,25.317,-0.255,8.579
11715,25.312,-0.476,0
11716,25.314,0.263,19.474
11717,25.316,0.157,17.253
11718,25.323,0.657,27.781
11719,25.317,-0.534,0
11720,25.311,-0.581,0
11721,25.323,1.182,38.825
11722,25.321,-0.28,8.049
11723,25.314,-0.601,0
11724,25.313,-0.171,10.349
11725,25.314,0.169,17.489
11726,25.317,0.294,20.141
11727,25.318,0.047,14.941
11728,25.32,0.235,18.891
11729,25.313,-0.692,0
11730,25.319,0.559,25.711
11731,25.311,-0.8,0
11732,25.323,1.23,39.841
11733,25.322,-0.162,10.531
11734,25.318,-0.38,5.947
11735,25.314,-0.422,0
11736,25.316,0.242,19.034
11737,25.316,-0.036,13.188
11738,25.322,0.668,28.01
11739,25.315,-0.759,0
11740,25.323,0.792,30.627
11741,25.323,-0.004,13.869
11742,25.315,-0.776,0
11743,25.322,0.76,29.945
11744,25.313,-0.933,0
11745,25.315,0.221,18.596
11746,25.316,0.055,15.102
11747,25.321,0.549,25.496
11748,25.311,-0.998,0
11749,25.313,0.141,16.909
11750,25.321,0.821,31.233
11751,25.317,-0.435,0
11752,25.314,-0.291,7.809
11753,25.312,-0.213,9.45
11754,25.314,0.212,18.405
11755,25.32,0.656,27.747
11756,25.318,-0.261,8.456
11757,25.313,-0.514,0
11758,25.314,0.143,16.952
11759,25.312,-0.234,9.012
11760,25.323,1.145,38.046
11761,25.313,-1.011,0
11762,25.314,0.15,17.102
11763,25.311,-0.331,6.983
11764,25.321,0.993,34.851
11765,25.313,-0.8,0
11766,25.322,0.889,32.667
11767,25.316,-0.647,0
11768,25.313,-0.279,8.058
11769,25.311,-0.135,11.104
11770,25.315,0.402,22.401
11771,25.315,-0.006,13.822
11772,25.314,-0.1,11.829
11773,25.32,0.582,26.203
11774,25.318,-0.23,9.11
11775,25.314,-0.408,0
11776,25.318,0.375,21.846
11777,25.315,-0.209,9.545
11778,25.312,-0.347,6.635
11779,25.317,0.502,24.519
11780,25.317,-0.001,13.924
11781,25.314,-0.257,8.534
11782,25.322,0.786,30.495
11783,25.314,-0.856,0
11784,25.32,0.582,26.2
11785,25.315,-0.489,0
11786,25.312,-0.278,8.087
11787,25.312,0.047,14.931
11788,25.314,0.121,16.477
11789,25.321,0.765,30.061
11790,25.311,-1.008,0
11791,25.314,0.243,19.047
11792,25.316,0.201,18.17
11793,25.313,-0.254,8.599
11794,25.318,0.511,24.703
11795,25.311,-0.686,0
11796,25.312,0.044,14.859
11797,25.315,0.331,20.909
11798,25.323,0.813,31.07
11799,25.318,-0.564,0
11800,25.314,-0.303,7.559
11801,25.314,-0.007,13.798
11802,25.312,-0.249,8.704
11803,25.315,0.312,20.51
11804,25.322,0.743,29.592
11805,25.311,-1.142,0
11806,25.321,0.991,34.818
11807,25.32,-0.133,11.141
11808,25.318,-0.165,10.479
11809,25.311,-0.654,0
11810,25.317,0.521,24.912
11811,25.322,0.571,25.978
11812,25.319,-0.349,6.597
11813,25.316,-0.294,7.745
11814,25.311,-0.459,0
11815,25.311,-0.031,13.276
11816,25.317,0.612,26.834
11817,25.313,-0.462,0
11818,25.319,0.648,27.582
11819,25.313,-0.636,0
11820,25.316,0.326,20.798
11821,25.32,0.44,23.216
11822,25.321,0.103,16.107
11823,25.312,-0.932,0
11824,25.318,0.556,25.653
11825,25.32,0.281,19.86
11826,25.318,-0.271,8.234
11827,25.315,-0.265,8.362
11828,25.323,0.774,30.251
11829,25.313,-0.986,0
11830,25.321,0.827,31.346
11831,25.315,-0.666,0
11832,25.322,0.748,29.696
11833,25.314,-0.851,0
11834,25.315,0.174,17.611
11835,25.314,-0.175,10.265
11836,25.312,-0.162,10.525
11837,25.311,-0.043,13.025
11838,25.316,0.443,23.266
11839,25.322,0.631,27.229
11840,25.311,-1.128,0
11841,25.318,0.751,29.759
11842,25.318,-0.07,12.461
11843,25.316,-0.125,11.313
11844,25.318,0.18,17.743
11845,25.318,-0.075,12.373
11846,25.322,0.488,24.231
11847,25.311,-1.099,0
11848,25.314,0.258,19.366
11849,25.321,0.65,27.635
11850,25.321,0.072,15.465
11851,25.313,-0.817,0
11852,25.32,0.685,28.368
11853,25.312,-0.79,0
11854,25.312,0.033,14.63
11855,25.318,0.563,25.791
11856,25.322,0.401,22.384
11857,25.319,-0.344,6.709
11858,25.323,0.41,22.586
11859,25.323,-0.015,13.629
11860,25.319,-0.312,7.374
11861,25.321,0.13,16.689
11862,25.315,-0.548,0
11863,25.32,0.476,23.971
11864,25.323,0.259,19.394
11865,25.322,-0.102,11.804
11866,25.316,-0.547,0
11867,25.311,-0.524,0
11868,25.316,0.54,25.306
11869,25.323,0.654,27.717
11870,25.316,-0.695,0
11871,25.323,0.675,28.151
11872,25.32,-0.282,8.018
11873,25.318,-0.214,9.438
11874,25.322,0.422,22.84
11875,25.321,-0.1,11.835
11876,25.319,-0.191,9.918
11877,25.317,-0.171,10.354
11878,25.318,0.033,14.639
11879,25.314,-0.371,6.124
11880,25.316,0.241,19.009
11881,25.313,-0.303,7.554
11882,25.314,0.06,15.193
11883,25.311,-0.328,7.041
11884,25.321,1.074,36.549
11885,25.318,-0.277,8.113
11886,25.311,-0.729,0
11887,25.323,1.174,38.674
11888,25.322,-0.073,12.42
11889,25.318,-0.436,4.759
11890,25.312,-0.628,0
11891,25.313,0.175,17.631
11892,25.323,0.947,33.889
11893,25.322,-0.103,11.781
11894,25.313,-0.901,0
11895,25.311,-0.194,9.852
11896,25.321,1.059,36.249
11897,25.322,0.061,15.23
11898,25.316,-0.567,0
11899,25.314,-0.227,9.165
11900,25.316,0.236,18.913
11901,25.317,0.062,15.251
11902,25.316,-0.071,12.445
11903,25.311,-0.544,0
11904,25.322,1.091,36.906
11905,25.317,-0.492,0
11906,25.314,-0.336,6.863
11907,25.316,0.226,18.704
11908,25.311,-0.469,0
11909,25.314,0.288,20.007
11910,25.316,0.157,17.254
11911,25.322,0.686,28.393
11912,25.321,-0.147,10.85
11913,25.321,-0.038,13.144
11914,25.317,-0.326,7.088
11915,25.315,-0.199,9.743
11916,25.311,-0.456,0
11917,25.312,0.172,17.55
11918,25.322,0.985,34.678
11919,25.314,-0.863,0
11920,25.316,0.255,19.318
11921,25.321,0.437,23.149
11922,25.312,-0.901,0
11923,25.311,-0.032,13.266
11924,25.311,-0.028,13.355
11925,25.314,0.254,19.293
11926,25.314,0.042,14.82
11927,25.317,0.252,19.241
11928,25.314,-0.291,7.819
11929,25.323,0.97,34.367
11930,25.312,-1.08,0
11931,25.313,0.07,15.408
11932,25.313,0.001,13.959
11933,25.313,-0.052,12.853
11934,25.315,0.188,17.906
11935,25.319,0.451,23.438
11936,25.315,-0.422,5.053
11937,25.312,-0.265,8.355
11938,25.32,0.738,29.486
11939,25.313,-0.642,0
11940,25.315,0.197,18.091
11941,25.319,0.403,22.428
11942,25.319,-0.049,12.921
11943,25.317,-0.162,10.523
11944,25.322,0.495,24.377
11945,25.319,-0.309,7.442
11946,25.312,-0.667,0
11947,25.317,0.431,23.022
11948,25.321,0.47,23.835
11949,25.32,-0.153,10.724
11950,25.312,-0.742,0
11951,25.32,0.797,30.731
11952,25.318,-0.253,8.618
11953,25.323,0.549,25.501
11954,25.317,-0.597,0
11955,25.32,0.321,20.701
11956,25.322,0.121,16.489
11957,25.312,-1.019,0
11958,25.315,0.31,20.464
11959,25.315,0.087,15.766
11960,25.311,-0.473,0
11961,25.311,0.014,14.224
11962,25.314,0.301,20.272
11963,25.313,-0.062,12.634
11964,25.316,0.245,19.107
11965,25.316,0.027,14.5
11966,25.323,0.679,28.234
11967,25.316,-0.653,0
11968,25.313,-0.3,7.618
11969,25.313,-0.034,13.218
11970,25.316,0.27,19.616
11971,25.32,0.449,23.403
11972,25.318,-0.193,9.876
11973,25.312,-0.616,0
11974,25.322,0.957,34.086
11975,25.32,-0.162,10.524
11976,25.321,0.156,17.233
11977,25.321,-0.019,13.537
11978,25.316,-0.505,0
11979,25.32,0.422,22.82
11980,25.311,-0.942,0
11981,25.317,0.569,25.924
11982,25.314,-0.237,8.943
11983,25.316,0.125,16.576
11984,25.321,0.495,24.36
11985,25.323,0.265,19.518
11986,25.313,-0.98,0
11987,25.323,0.945,33.837
11988,25.32,-0.33,6.997
11989,25.32,-0.001,13.914
11990,25.313,-0.703,0
11991,25.319,0.681,28.273
11992,25.315,-0.459,0
11993,25.316,0.108,16.211
11994,25.319,0.307,20.413
11995,25.322,0.281,19.865
11996,25.313,-0.856,0
11997,25.311,-0.24,8.89
11998,25.323,1.231,39.854
11999,25.321,-0.198,9.779
12000,25.317,-0.452,0
12001,25.319,0.229,18.766
12002,25.32,0.153,17.163
12003,25.312,-0.824,0
12004,25.321,0.854,31.918
12005,25.313,-0.786,0
12006,25.318,0.532,25.142
12007,25.316,-0.239,8.921
12008,25.311,-0.515,0
12009,25.311,0.051,15
12010,25.315,0.408,22.523
12011,25.317,0.193,18.013
12012,25.315,-0.179,10.173
12013,25.314,-0.142,10.956
12014,25.312,-0.205,9.628
12015,25.322,1.027,35.571
12016,25.322,-0.028,13.353
12017,25.316,-0.541,0
12018,25.313,-0.356,6.439
12019,25.32,0.693,28.537
12020,25.315,-0.447,0
12021,25.321,0.557,25.673
12022,25.315,-0.589,0
12023,25.315,-0.029,13.336
12024,25.322,0.73,29.311
12025,25.314,-0.775,0
12026,25.311,-0.308,7.458
12027,25.313,0.158,17.265
12028,25.318,0.482,24.095
12029,25.312,-0.553,0
12030,25.312,0.017,14.293
12031,25.322,0.941,33.759
12032,25.311,-1.062,0
12033,25.313,0.19,17.941
12034,25.321,0.838,31.597
12035,25.321,-0.047,12.965
12036,25.316,-0.51,0
12037,25.323,0.734,29.407
12038,25.312,-1.086,0
12039,25.321,0.829,31.404
12040,25.313,-0.743,0
12041,25.313,-0.044,13.015
12042,25.323,1.055,36.161
12043,25.32,-0.353,6.504
12044,25.312,-0.768,0
12045,25.318,0.572,25.978
12046,25.321,0.368,21.701
12047,25.313,-0.827,0
12048,25.311,-0.251,8.664
12049,25.311,-0.008,13.772
12050,25.32,0.957,34.083
12051,25.313,-0.728,0
12052,25.318,0.53,25.095
12053,25.32,0.217,18.511
12054,25.312,-0.802,0
12055,25.323,1.039,35.822
12056,25.313,-0.916,0
12057,25.315,0.196,18.069
12058,25.313,-0.254,8.584
12059,25.322,0.93,33.516
12060,25.319,-0.325,7.102
12061,25.316,-0.325,7.104
12062,25.315,-0.098,11.884
12063,25.312,-0.254,8.589
12064,25.315,0.316,20.588
12065,25.315,-0.025,13.41
12066,25.316,0.049,14.965
12067,25.312,-0.363,6.292
12068,25.318,0.571,25.958
12069,25.318,0.027,14.501
12070,25.313,-0.48,0
12071,25.313,-0.042,13.065
12072,25.312,-0.106,11.708
12073,25.315,0.372,21.762
12074,25.317,0.202,18.202
12075,25.317,-0.088,12.099
12076,25.312,-0.461,0
12077,25.319,0.713,28.954
12078,25.314,-0.489,0
12079,25.319,0.469,23.807
12080,25.321,0.204,18.232
12081,25.323,0.226,18.7
12082,25.315,-0.825,0
12083,25.317,0.177,17.674
12084,25.313,-0.41,5.3
12085,25.315,0.204,18.226
12086,25.311,-0.324,7.112
12087,25.316,0.509,24.651
12088,25.311,-0.556,0
12089,25.321,1.029,35.611
12090,25.321,-0.039,13.131
12091,25.316,-0.512,0
12092,25.316,0.068,15.377
12093,25.318,0.143,16.948
12094,25.315,-0.319,7.217
12095,25.315,0.086,15.751
12096,25.312,-0.306,7.504
12097,25.318,0.522,24.939
12098,25.32,0.21,18.371
12099,25.313,-0.629,0
12100,25.315,0.203,18.21
12101,25.322,0.669,28.024
12102,25.321,-0.14,10.99
12103,25.31,-1.028,0
12104,25.321,1.019,35.388
12105,25.311,-0.941,0
12106,25.312,0.062,15.234
12107,25.318,0.598,26.537
12108,25.32,0.197,18.089
12109,25.321,0.137,16.837
12110,25.319,-0.192,9.899
12111,25.312,-0.763,0
12112,25.322,1.052,36.097
12113,25.323,0.056,15.123
12114,25.316,-0.633,0
12115,25.318,0.217,18.515
12116,25.315,-0.333,6.929
12117,25.317,0.2,18.152
12118,25.32,0.278,19.788
12119,25.318,-0.236,8.971
12120,25.317,-0.013,13.677
12121,25.32,0.213,18.424
12122,25.319,-0.104,11.75
12123,25.313,-0.596,0
12124,25.315,0.267,19.55
12125,25.312,-0.319,7.226
12126,25.323,1.091,36.923
12127,25.322,-0.105,11.726
12128,25.311,-1.065,0
12129,25.312,0.063,15.257
12130,25.315,0.357,21.449
12131,25.313,-0.211,9.494
12132,25.321,0.797,30.73
12133,25.315,-0.613,0
12134,25.322,0.665,27.945
12135,25.313,-0.85,0
12136,25.323,0.94,33.735
12137,25.319,-0.371,6.145
12138,25.31,-0.854,0
12139,25.323,1.266,40.595
12140,25.312,-1.099,0
12141,25.319,0.733,29.383
12142,25.321,0.179,17.719
12143,25.322,0.116,16.397
12144,25.314,-0.831,0
12145,25.313,-0.15,10.784
12146,25.32,0.72,29.109
12147,25.312,-0.786,0
12148,25.311,-0.102,11.801
12149,25.314,0.262,19.446
12150,25.323,0.98,34.582
12151,25.314,-0.904,0
12152,25.311,-0.371,6.132
12153,25.313,0.216,18.485
12154,25.313,0.019,14.33
12155,25.316,0.282,19.867
12156,25.315,-0.096,11.927
12157,25.312,-0.286,7.93
12158,25.312,-0.041,13.065
12159,25.322,1.049,36.025
12160,25.321,-0.082,12.222
12161,25.312,-0.883,0
12162,25.313,0.108,16.208
12163,25.316,0.303,20.318
12164,25.322,0.549,25.498
12165,25.321,-0.076,12.347
12166,25.315,-0.614,0
12167,25.316,0.093,15.896
12168,25.321,0.546,25.436
12169,25.316,-0.56,0
12170,25.317,0.157,17.245
12171,25.322,0.463,23.691
12172,25.32,-0.174,10.287
12173,25.311,-0.942,0
12174,25.312,0.116,16.383
12175,25.323,1.103,37.175
12176,25.32,-0.324,7.126
12177,25.322,0.17,17.527
12178,25.318,-0.383,5.887
12179,25.319,0.152,17.145
12180,25.314,-0.574,0
12181,25.322,0.893,32.74
12182,25.323,0.027,14.514
12183,25.311,-1.153,0
12184,25.316,0.459,23.603
12185,25.315,-0.069,12.49
12186,25.322,0.706,28.818
12187,25.313,-0.934,0
12188,25.316,0.27,19.624
12189,25.315,-0.051,12.859
12190,25.322,0.701,28.707
12191,25.315,-0.745,0
12192,25.32,0.516,24.797
12193,25.313,-0.664,0
12194,25.315,0.178,17.689
12195,25.317,0.239,18.981
12196,25.323,0.572,25.993
12197,25.314,-0.9,0
12198,25.322,0.837,31.561
12199,25.321,-0.16,10.58
12200,25.319,-0.133,11.148
12201,25.318,-0.11,11.621
12202,25.322,0.345,21.199
12203,25.319,-0.273,8.197
12204,25.316,-0.294,7.761
12205,25.314,-0.227,9.16
12206,25.32,0.627,27.152
12207,25.315,-0.488,0
12208,25.323,0.761,29.978
12209,25.311,-1.231,0
12210,25.312,0.129,16.65
12211,25.312,0.019,14.336
12212,25.313,0.07,15.42
12213,25.315,0.277,19.777
12214,25.315,-0.092,12.01
12215,25.32,0.52,24.901
12216,25.322,0.269,19.616
12217,25.322,-0.054,12.817
12218,25.311,-1.14,0
12219,25.314,0.379,21.92
12220,25.321,0.649,27.602
12221,25.317,-0.429,4.909
12222,25.311,-0.573,0
12223,25.313,0.261,19.438
12224,25.323,0.97,34.364
12225,25.32,-0.331,6.979
12226,25.318,-0.182,10.116
12227,25.318,-0.033,13.259
12228,25.316,-0.126,11.297
12229,25.323,0.615,26.896
12230,25.321,-0.165,10.482
12231,25.313,-0.794,0
12232,25.32,0.68,28.259
12233,25.323,0.308,20.425
12234,25.318,-0.532,0
12235,25.316,-0.135,11.101
12236,25.32,0.416,22.707
12237,25.322,0.185,17.836
12238,25.313,-0.94,0
12239,25.311,-0.149,10.794
12240,25.319,0.8,30.776
12241,25.315,-0.432,4.856
12242,25.311,-0.386,5.805
12243,25.32,0.871,32.284
12244,25.319,-0.12,11.426
12245,25.317,-0.144,10.907
12246,25.321,0.39,22.152
12247,25.32,-0.133,11.154
12248,25.321,0.146,17.016
12249,25.318,-0.283,7.994
12250,25.319,0.042,14.823
12251,25.313,-0.534,0
12252,25.323,0.91,33.095
12253,25.31,-1.208,0
12254,25.314,0.351,21.336
12255,25.323,0.878,32.442
12256,25.311,-1.224,0
12257,25.318,0.707,28.821
12258,25.311,-0.705,0
12259,25.313,0.218,18.534
12260,25.323,0.984,34.668
12261,25.317,-0.592,0
12262,25.32,0.352,21.355
12263,25.312,-0.8,0
12264,25.317,0.44,23.193
12265,25.314,-0.298,7.675
12266,25.314,0.055,15.087
12267,25.321,0.698,28.631
12268,25.314,-0.738,0
12269,25.314,0.064,15.278
12270,25.319,0.449,23.39
12271,25.314,-0.471,0
12272,25.316,0.153,17.163
12273,25.322,0.619,26.982
12274,25.314,-0.83,0
12275,25.318,0.416,22.691
12276,25.316,-0.148,10.819
12277,25.322,0.593,26.441
12278,25.319,-0.328,7.032
12279,25.313,-0.549,0
12280,25.316,0.226,18.69
12281,25.314,-0.212,9.481
12282,25.315,0.102,16.095
12283,25.313,-0.167,10.427
12284,25.321,0.856,31.97
12285,25.312,-0.984,0
12286,25.321,0.904,32.977
12287,25.315,-0.552,0
12288,25.322,0.73,29.313
12289,25.321,-0.174,10.273
12290,25.32,-0.114,11.549
12291,25.313,-0.644,0
12292,25.312,-0.115,11.52
12293,25.315,0.303,20.317
12294,25.321,0.641,27.439
12295,25.321,-0.011,13.711
12296,25.321,-0.061,12.662
12297,25.314,-0.656,0
12298,25.317,0.319,20.658
12299,25.319,0.195,18.053
12300,25.318,-0.124,11.328
12301,25.312,-0.646,0
12302,25.319,0.768,30.104
12303,25.323,0.417,22.721
12304,25.321,-0.22,9.307
12305,25.316,-0.503,0
12306,25.319,0.296,20.182
12307,25.313,-0.609,0
12308,25.32,0.692,28.509
12309,25.319,-0.114,11.542
12310,25.311,-0.733,0
12311,25.321,0.908,33.053
12312,25.318,-0.302,7.586
12313,25.311,-0.641,0
12314,25.313,0.219,18.557
12315,25.312,-0.146,10.859
12316,25.312,0.061,15.214
12317,25.318,0.518,24.842
12318,25.318,0.001,13.964
12319,25.322,0.436,23.122
12320,25.316,-0.591,0
12321,25.319,0.302,20.304
12322,25.319,-0.018,13.571
12323,25.321,0.219,18.562
12324,25.315,-0.644,0
12325,25.311,-0.404,5.428
12326,25.322,1.148,38.113
12327,25.312,-0.979,0
12328,25.316,0.35,21.312
12329,25.315,-0.094,11.958
12330,25.311,-0.392,5.692
12331,25.311,-0.04,13.104
12332,25.311,0.026,14.476
12333,25.316,0.519,24.872
12334,25.322,0.563,25.796
12335,25.313,-0.896,0
12336,25.312,-0.058,12.715
12337,25.311,-0.082,12.203
12338,25.323,1.15,38.159
12339,25.315,-0.826,0
12340,25.314,-0.078,12.303
12341,25.319,0.512,24.731
12342,25.323,0.37,21.747
12343,25.318,-0.505,0
12344,25.32,0.291,20.062
12345,25.314,-0.692,0
12346,25.317,0.348,21.274
12347,25.312,-0.516,0
12348,25.316,0.408,22.538
12349,25.319,0.256,19.329
12350,25.317,-0.133,11.138
12351,25.314,-0.343,6.727
12352,25.311,-0.282,7.996
12353,25.317,0.647,27.553
12354,25.315,-0.251,8.663
12355,25.323,0.84,31.634
12356,25.319,-0.419,5.133
12357,25.312,-0.718,0
12358,25.311,-0.128,11.254
12359,25.317,0.611,26.809
12360,25.314,-0.226,9.186
12361,25.321,0.644,27.506
12362,25.311,-1.008,0
12363,25.314,0.302,20.292
12364,25.317,0.302,20.299
12365,25.316,-0.048,12.925
12366,25.311,-0.511,0
12367,25.304,-0.699,0
12368,25.273,-3.1,0
12369,25.246,-2.762,0
12370,25.214,-3.157,0
12371,25.192,-2.257,0
12372,25.159,-3.248,0
12373,25.126,-3.288,0
12374,25.101,-2.498,0
12375,25.07,-3.154,0
12376,25.044,-2.564,0
12377,25.013,-3.09,0
12378,24.99,-2.31,0
12379,24.954,-3.609,0
12380,24.927,-2.71,0
12381,24.899,-2.791,0
12382,24.874,-2.458,0
12383,24.845,-2.889,0
12384,24.817,-2.814,0
12385,24.79,-2.752,0
12386,24.753,-3.721,0
12387,24.732,-2.089,0
12388,24.697,-3.452,0
12389,24.665,-3.171,0
12390,24.641,-2.463,0
12391,24.609,-3.16,0
12392,24.586,-2.371,0
12393,24.557,-2.868,0
12394,24.522,-3.494,0
12395,24.502,-1.981,0
12396,24.463,-3.904,0
12397,24.446,-1.738,0
12398,24.416,-3,0
12399,24.379,-3.646,0
12400,24.353,-2.59,0
12401,24.324,-2.941,0
12402,24.293,-3.11,0
12403,24.266,-2.717,0
12404,24.238,-2.749,0
12405,24.216,-2.224,0
12406,24.191,-2.533,0
12407,24.161,-3.002,0
12408,24.121,-3.934,0
12409,24.104,-1.753,0
12410,24.072,-3.218,0
12411,24.039,-3.202,0
12412,24.014,-2.525,0
12413,23.982,-3.21,0
12414,23.955,-2.754,0
12415,23.926,-2.862,0
12416,23.902,-2.361,0
12417,23.875,-2.761,0
12418,23.85,-2.466,0
12419,23.815,-3.489,0
12420,23.794,-2.115,0
12421,23.754,-3.987,0
12422,23.729,-2.522,0
12423,23.706,-2.316,0
12424,23.681,-2.495,0
12425,23.644,-3.703,0
12426,23.615,-2.881,0
12427,23.591,-2.427,0
12428,23.563,-2.748,0
12429,23.536,-2.754,0
12430,23.509,-2.657,0
12431,23.485,-2.379,0
12432,23.457,-2.862,0
12433,23.424,-3.247,0
12434,23.391,-3.335,0
12435,23.367,-2.364,0
12436,23.341,-2.604,0
12437,23.31,-3.163,0
12438,23.285,-2.47,0
12439,23.254,-3.114,0
12440,23.23,-2.399,0
12441,23.204,-2.549,0
12442,23.172,-3.236,0
12443,23.141,-3.067,0
12444,23.123,-1.801,0
12445,23.088,-3.523,0
12446,23.059,-2.934,0
12447,23.03,-2.834,0
12448,23.004,-2.67,0
12449,22.985,-1.881,0
12450,22.952,-3.299,0
12451,22.931,-2.126,0
12452,22.9,-3.071,0
12453,22.871,-2.855,0
12454,22.837,-3.41,0
12455,22.813,-2.377,0
12456,22.785,-2.822,0
12457,22.764,-2.1,0
12458,22.727,-3.676,0
12459,22.704,-2.306,0
12460,22.681,-2.359,0
12461,22.647,-3.373,0
12462,22.624,-2.351,0
12463,22.591,-3.224,0
12464,22.568,-2.319,0
12465,22.539,-2.876,0
12466,22.511,-2.86,0
12467,22.484,-2.704,0
12468,22.454,-2.979,0
12469,22.432,-2.208,0
12470,22.407,-2.458,0
12471,22.369,-3.857,0
12472,22.349,-1.97,0
12473,22.32,-2.951,0
12474,22.298,-2.133,0
12475,22.273,-2.53,0
12476,22.243,-2.942,0
12477,22.209,-3.463,0
12478,22.184,-2.488,0
12479,22.152,-3.149,0
12480,22.132,-1.998,0
12481,22.102,-3.026,0
12482,22.08,-2.214,0
12483,22.05,-2.964,0
12484,22.018,-3.234,0
12485,21.999,-1.943,0
12486,21.974,-2.506,0
12487,21.949,-2.492,0
12488,21.915,-3.404,0
12489,21.885,-2.993,0
12490,21.855,-2.952,0
12491,21.835,-2.059,0
12492,21.808,-2.632,0
12493,21.782,-2.618,0
12494,21.755,-2.735,0
12495,21.73,-2.487,0
12496,21.706,-2.348,0
12497,21.668,-3.817,0
12498,21.641,-2.71,0
12499,21.624,-1.715,0
12500,21.588,-3.641,0
12501,21.56,-2.713,0
12502,21.54,-2.089,0
12503,21.519,-2.106,0
12504,21.487,-3.124,0
12505,21.453,-3.411,0
12506,21.439,-1.401,0
12507,21.411,-2.839,0
12508,21.383,-2.785,0
12509,21.354,-2.935,0
12510,21.332,-2.137,0
12511,21.296,-3.646,0
12512,21.28,-1.559,0
12513,21.242,-3.853,0
12514,21.222,-2,0
12515,21.2,-2.173,0
12516,21.17,-2.957,0
12517,21.144,-2.61,0
12518,21.114,-3.021,0
12519,21.083,-3.129,0
12520,21.06,-2.244,0
12521,21.038,-2.242,0
12522,21.013,-2.478,0
12523,20.984,-2.897,0
12524,20.962,-2.26,0
12525,20.926,-3.512,0
12526,20.906,-2.005,0
12527,20.872,-3.397,0
12528,20.855,-1.708,0
12529,20.826,-2.913,0
12530,20.798,-2.854,0
12531,20.777,-2.1,0
12532,20.744,-3.242,0
12533,20.728,-1.578,0
12534,20.701,-2.79,0
12535,20.676,-2.431,0
12536,20.648,-2.862,0
12537,20.624,-2.34,0
12538,20.589,-3.471,0
12539,20.567,-2.215,0
12540,20.545,-2.255,0
12541,20.508,-3.652,0
12542,20.489,-1.956,0
12543,20.458,-3.044,0
12544,20.441,-1.731,0
12545,20.417,-2.444,0
12546,20.383,-3.367,0
12547,20.358,-2.456,0
12548,20.327,-3.164,0
12549,20.301,-2.535,0
12550,20.279,-2.259,0
12551,20.252,-2.639,0
12552,20.229,-2.308,0
12553,20.201,-2.79,0
12554,20.175,-2.635,0
12555,20.15,-2.509,0
12556,20.132,-1.803,0
12557,20.101,-3.054,0
12558,20.074,-2.705,0
12559,20.049,-2.574,0
12560,20.026,-2.231,0
12561,20,-2.648,0
12562,19.976,-2.354,0
12563,19.954,-2.251,0
12564,19.919,-3.48,0
12565,19.902,-1.7,0
12566,19.876,-2.567,0
12567,19.846,-2.985,0
12568,19.815,-3.171,0
12569,19.793,-2.127,0
12570,19.768,-2.568,0
12571,19.743,-2.485,0
12572,19.726,-1.71,0
12573,19.7,-2.585,0
12574,19.669,-3.083,0
12575,19.647,-2.247,0
12576,19.619,-2.793,0
12577,19.596,-2.258,0
12578,19.566,-2.999,0
12579,19.537,-2.878,0
12580,19.52,-1.71,0
12581,19.495,-2.512,0
12582,19.468,-2.735,0
12583,19.444,-2.356,0
12584,19.411,-3.291,0
12585,19.393,-1.852,0
12586,19.371,-2.126,0
12587,19.347,-2.415,0
12588,19.318,-2.906,0
12589,19.292,-2.586,0
12590,19.271,-2.178,0
12591,19.24,-3.039,0
12592,19.214,-2.67,0
12593,19.196,-1.779,0
12594,19.162,-3.411,0
12595,19.145,-1.643,0
12596,19.121,-2.457,0
12597,19.098,-2.227,0
12598,19.073,-2.566,0
12599,19.042,-3.061,0
12600,19.018,-2.438,0
12601,18.993,-2.516,0
12602,18.965,-2.755,0
12603,18.95,-1.457,0
12604,18.926,-2.416,0
12605,18.897,-2.974,0
12606,18.873,-2.332,0
12607,18.842,-3.164,0
12608,18.815,-2.666,0
12609,18.799,-1.597,0
12610,18.775,-2.365,0
12611,18.747,-2.804,0
12612,18.72,-2.712,0
12613,18.698,-2.261,0
